i,t,m,women,boys,men,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
20039174,2003,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
20039175,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039201,2003,,1,2,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1.609437912
20039202,2003,,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1.386294361
20039203,2003,,2,0,1,2,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1.609437912
20039204,2003,,3,4,4,0,4,0,0,0,0,0,1,0,2,2,1,1,0,0,2.397895273
20039205,2003,,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1.386294361
20039207,2003,,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1.386294361
20039208,2003,,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.098612289
20039209,2003,,3,2,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1.791759469
20039210,2003,,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1.386294361
20039211,2003,,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1.386294361
20039212,2003,,3,1,1,3,0,2,0,0,1,0,0,1,0,2,0,1,1,0,2.079441542
20039213,2003,,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1.609437912
20039214,2003,,4,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1.609437912
20039215,2003,,1,0,3,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361
20039216,2003,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.098612289
20039217,2003,,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1.386294361
20039219,2003,,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.098612289
20039220,2003,,3,1,1,1,0,0,0,0,0,1,1,0,0,2,1,1,0,0,1.791759469
20039221,2003,,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289
20039222,2003,,3,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1.609437912
20039223,2003,,2,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1.609437912
20039225,2003,,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361
20039269,2003,,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1.098612289
20039276,2003,,1,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1.791759469
20039277,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039278,2003,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20039280,2003,,2,3,4,0,0,0,1,0,2,0,0,0,2,0,1,1,1,1,2.197224577
20039281,2003,,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6931471806
20039283,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20039284,2003,,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1.386294361
20039285,2003,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.098612289
20039286,2003,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1.386294361
20039287,2003,,3,2,0,2,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1.945910149
20039288,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039289,2003,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
20039290,2003,,1,4,1,4,0,2,2,1,0,1,2,0,0,0,1,1,0,0,2.302585093
20039291,2003,,1,1,3,1,0,0,0,0,0,0,2,1,1,0,1,1,0,0,1.791759469
20039292,2003,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6931471806
20039293,2003,,1,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
20039294,2003,,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.386294361
20039295,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039296,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039297,2003,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20039298,2003,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.098612289
20039299,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20039300,2003,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
20039301,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20039302,2003,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
20039303,2003,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
20039304,2003,,1,2,1,4,2,1,0,2,0,1,0,0,0,1,1,0,0,0,2.079441542
20039305,2003,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20039306,2003,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
20039307,2003,,2,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1.609437912
20039308,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20039309,2003,,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20039310,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039311,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039312,2003,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471806
20039313,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039314,2003,,1,0,3,1,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1.609437912
20039315,2003,,2,0,2,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1.609437912
20039316,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20039317,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039318,2003,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
20039319,2003,,1,3,2,1,1,0,0,0,1,0,2,1,0,0,1,1,0,0,1.945910149
20039321,2003,,2,3,2,0,0,0,2,0,0,0,1,0,0,0,1,1,1,1,1.945910149
20039323,2003,,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.386294361
20039324,2003,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20039325,2003,,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20039326,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20039327,2003,,2,1,3,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,1.791759469
20039328,2003,,1,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.386294361
20039329,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039330,2003,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20039331,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039332,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039333,2003,,1,1,4,1,0,0,0,0,0,0,1,1,2,0,2,1,0,0,1.945910149
20039334,2003,,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361
20039335,2003,,1,2,2,3,2,1,0,0,0,1,0,1,1,0,1,1,0,0,2.079441542
20039336,2003,,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912
20039337,2003,,1,1,1,2,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912
20039338,2003,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
20039339,2003,,2,2,3,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1.945910149
20039340,2003,,3,1,4,3,0,1,1,1,0,1,0,1,3,1,0,0,1,1,2.397895273
20039341,2003,,1,2,2,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1.791759469
20039342,2003,,1,2,1,4,0,2,0,0,0,2,2,0,0,0,1,1,0,0,2.079441542
20039343,2003,,2,1,2,3,0,1,1,0,0,0,0,2,0,0,1,1,1,1,2.079441542
20039344,2003,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289
20039345,2003,,2,1,1,2,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1.791759469
20039346,2003,,3,2,3,2,1,0,1,1,0,1,0,0,1,2,1,0,1,1,2.302585093
20039347,2003,,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
20039348,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20039349,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039350,2003,,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1.386294361
20039352,2003,,1,0,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.386294361
20039354,2003,,1,0,1,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1.386294361
20039355,2003,,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,1.791759469
20039356,2003,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
20039357,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
20039358,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20039359,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039360,2003,,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1.609437912
20039361,2003,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
20039362,2003,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
20039364,2003,,2,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1.609437912
20039365,2003,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806
20039366,2003,,1,2,1,4,0,0,0,2,0,2,2,0,0,0,1,1,0,0,2.079441542
20039367,2003,,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806
20039368,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039369,2003,,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.098612289
20039370,2003,,1,3,3,1,0,0,1,0,2,0,0,1,2,0,0,1,1,0,2.079441542
20039371,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20039372,2003,,2,1,1,2,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1.791759469
20039373,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039375,2003,,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
20039377,2003,,1,0,1,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361
20039380,2003,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471806
20039381,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039382,2003,,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.098612289
20039383,2003,,1,2,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1.609437912
20039384,2003,,1,2,1,2,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1.791759469
20039385,2003,,1,1,1,5,0,1,1,1,0,2,0,1,0,0,1,1,0,0,2.079441542
20039386,2003,,1,3,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1.609437912
20039387,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039389,2003,,2,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1.609437912
20039391,2003,,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6931471806
20039393,2003,,4,0,2,1,0,0,0,0,0,1,0,0,1,3,0,0,1,1,1.945910149
20039399,2003,,0,2,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1.386294361
20039426,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
20039427,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039428,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039430,2003,,2,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1.609437912
20039431,2003,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.098612289
20039432,2003,,1,1,1,4,0,1,0,1,1,0,0,2,0,0,1,1,0,0,1.945910149
20039434,2003,,1,3,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1.609437912
20039435,2003,,2,3,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1.609437912
20039436,2003,,1,1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1.609437912
20039438,2003,,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.098612289
20039439,2003,,1,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1.386294361
20039440,2003,,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
20039441,2003,,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1.098612289
20039442,2003,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
20039443,2003,,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.386294361
20039444,2003,,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
20039445,2003,,2,2,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1.609437912
20039446,2003,,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1.609437912
20039447,2003,,3,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1.386294361
20039448,2003,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806
20039449,2003,,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
20039450,2003,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20039451,2003,,0,0,1,3,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1.386294361
20039452,2003,,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1.386294361
20039453,2003,,0,1,3,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1.386294361
20039456,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20039457,2003,,1,1,1,2,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1.609437912
20039458,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20039459,2003,,1,1,2,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1.609437912
20039461,2003,,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912
20039463,2003,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
20039464,2003,,1,0,1,3,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1.609437912
20039466,2003,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289
20039467,2003,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20039468,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20039469,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039470,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039471,2003,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20039472,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039473,2003,,1,1,2,2,0,2,0,0,1,0,0,0,0,0,2,1,0,0,1.791759469
20039474,2003,,2,1,1,2,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1.791759469
20039475,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20039476,2003,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
20039477,2003,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
20039478,2003,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20039479,2003,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
20039480,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20039481,2003,,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.098612289
20039482,2003,,1,0,2,2,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1.609437912
20039483,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039484,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20039485,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
20039486,2003,,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1.609437912
20039487,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20039488,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20039489,2003,,1,2,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1.609437912
20039490,2003,,1,0,1,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1.386294361
20039491,2003,,1,2,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1.386294361
20039492,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
20039493,2003,,1,3,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1.791759469
20039494,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20039495,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039496,2003,,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1.609437912
20039497,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20039498,2003,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
20039499,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039527,2003,,1,3,2,2,1,0,0,2,1,0,2,0,0,0,1,1,0,0,2.079441542
20039528,2003,,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1.098612289
20039529,2003,,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
20039530,2003,,2,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1.609437912
20039531,2003,,1,3,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1.609437912
20039532,2003,,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.386294361
20039533,2003,,2,1,3,1,1,0,0,1,0,0,0,0,2,1,0,0,1,1,1.945910149
20039534,2003,,1,4,1,2,0,0,0,2,3,0,1,0,0,0,1,1,0,0,2.079441542
20039536,2003,,1,1,3,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1.609437912
20039538,2003,,1,1,2,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1.609437912
20039539,2003,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
20039541,2003,,1,2,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1.609437912
20039542,2003,,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912
20039543,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039544,2003,,1,2,1,2,0,0,0,0,1,0,1,2,0,0,1,1,0,0,1.791759469
20039545,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039546,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
20039547,2003,,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
20039551,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
20039553,2003,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
20039554,2003,,1,0,1,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361
20039555,2003,,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1.386294361
20039557,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20039558,2003,,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.386294361
20039559,2003,,1,2,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1.609437912
20039560,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039561,2003,,1,0,2,2,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1.609437912
20039562,2003,,1,1,1,2,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912
20039563,2003,,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
20039564,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20039565,2003,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
20039566,2003,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.6931471806
20039567,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
20039568,2003,,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
20039569,2003,,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1.609437912
20039570,2003,,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1.386294361
20039571,2003,,1,3,2,1,1,0,1,0,0,1,2,0,0,0,1,1,0,0,1.945910149
20039572,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20039573,2003,,1,1,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1.386294361
20039574,2003,,1,1,1,3,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1.791759469
20039577,2003,,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1.386294361
20039578,2003,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
20039580,2003,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
20039581,2003,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
20039582,2003,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20039588,2003,,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1.386294361
20039589,2003,,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
20039590,2003,,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20039592,2003,,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20039593,2003,,1,2,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1.609437912
20039595,2003,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471806
20039596,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
20081,2008,,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.386294361
20082,2008,,2,2,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1.609437912
20083,2008,,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.098612289
20084,2008,,2,1,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1.609437912
20085,2008,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289
20086,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.098612289
20087,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20088,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20089,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
200810,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200811,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200812,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
200813,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
200814,2008,,2,0,2,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1.609437912
200815,2008,,1,3,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1.609437912
200816,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200817,2008,,2,2,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1.609437912
200818,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200819,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200820,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200821,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200822,2008,,1,3,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1.609437912
200823,2008,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200824,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200825,2008,,1,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361
200826,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
200827,2008,,2,1,2,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1.791759469
200828,2008,,1,3,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1.791759469
200829,2008,,1,3,1,2,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1.945910149
200830,2008,,1,0,3,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1.609437912
200831,2008,,1,3,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1.609437912
200832,2008,,2,0,2,3,0,1,0,1,0,1,0,0,1,2,0,0,1,0,1.945910149
200833,2008,,2,1,1,2,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1.791759469
